,index,Texto,Texto limpio,Categoría
2213,3507,"#AristeguiEnVivo | Familiares de Víctor Yodo, desaparecido un 11 de julio de 1978 a manos de militares, exigen a la FGR investigar y y resolver qué sucedió con el activista. Detalles con @DianaManzo31, periodista en Oaxaca https://t.co/QknNjGeMeK https://t.co/zPdGCdYa5L",si luchas quieres nadie va hacer,Noticia
2214,6688,"-Esa fotografía es de hace años.
-Mi mentalidad también, tranquila.
#juevesconcuento",fotografía hace años mentalidad tranquila juevesconcuento,Microficción
2215,5070,"@jardindebonsais -No puedo más, quiero escapar del extrarradio.
Miro hacia la ciudad que me deslumbra con sus luces y oculta la soledad que aterroriza a la muchedumbre.
Tu mano me acaricia y aleja mis sueños de grandeza. Solo entre tus brazos me siento persona. #RetoNefelibataB",jardindebonsais puedo quiero escapar extrarradio miro hacia ciudad deslumbra luces oculta soledad aterroriza muchedumbre mano acaricia aleja sueños grandeza solo brazos siento persona retonefelibatab,Microficción
2216,1243,Las cicatrices invisibles son las más difíciles de curar.,trump pidió pence participe certificación triunfo biden esquivel,Frase/Pensamiento
2217,2274,¡Bravo! Policía de la CDMX regresa a joven mochila con 30 mil pesos que usaría para comprar un tanque de oxígeno https://t.co/Rw5ljm8MdZ https://t.co/hOyXwANqFI,virus demasiado humano aportes nancy artículo moguelviveros,Noticia
2218,6366,Al fin había llegado a la cúspide de la mayor estirpe de ladrones. Acababan de nombrarle presidente de su país. #MTintaChida,fin llegado cúspide mayor estirpe ladrones acababan nombrarle presidente país mtintachida,Microficción
2219,4676,Todo apunta a que un cortocircuito originó incendio en Tulum: Alcalde https://t.co/Pg5geI1qxz https://t.co/vIJNKjwkk0,envejecer obligatorio madurar opcional,Noticia
2220,2559,"Exigen justicia por feminicidio de joven mazateca de 16 años en Oaxaca
https://t.co/PrfwRdn4Ic https://t.co/rJuPKCts7D",termina burnley larga racha invicta liverpool anfield video,Noticia
2221,3929,"Diputados chilenos presentan proyecto de ley para que vacunación contra coronavirus sea obligatoria
https://t.co/Sy1UeHL6N3 https://t.co/PFHJMdNGKT",cada dueño silencio esclavo palabras víctima orgullo,Noticia
2222,2681,"Para que el oxígeno sea seguro, debe ser de Infra o Medigas. Las otras empresas que se suman al esfuerzo trasladan sus volúmenes de oxígeno a estas dos compañías. No busquen fuentes poco seguras en redes ni en páginas de comercio, aconseja @SheffieldGto 👉 https://t.co/EOwAr9Vz4J https://t.co/BZ5Ia4YQp6",única vez mirar atrás vida ver lejos llegado,Noticia
2223,6666,"¿Cómo negarse a un trío con dos damas tan hermosas? Una de cabello oscuro, pelo chino y cuerpo de infarto. La otra lamedora experta que le hacía moverse a su compás. Desde esa primera vez quedó enamorado y si no hay mar de por medio el sexo pierde su significado.",cómo negarse trío dos damas tan hermosas cabello oscuro pelo chino cuerpo infarto lamedora experta hacía moverse compás primera vez quedó enamorado si mar medio sexo pierde significado,Microficción
2224,7013,"-Amor, perdón, fue un error
-Cogerte a mi mejor amiga
-Sí
-Supongo que quemar tu playera firmada por C.Ronaldo también lo será",amor perdón error cogerte mejor amiga supongo quemar playera firmada cronaldo,Microficción
2225,1882,"Sé que contigo no tengo todo, pero haces que todo me sobre.",titulares pfizer retrasa mes entrega vacunas crece desigualdad,Frase/Pensamiento
2226,4627,"Remiendan la rodilla derecha a Unai Bilbao | #Video
https://t.co/LsSzFw4q36 https://t.co/Qa35m1aPOS",cualquiera llama amigo,Noticia
2227,2114,Recuérdame como lo mejor que tuviste.,liga mx truenan águilas rayados contagios covid19 tuit,Frase/Pensamiento
2228,1283,"""Ausencia eres y olvido serás.""",médicos sector privado vacunados lópezgatell,Frase/Pensamiento
2229,3301,"Pence se opone a destituir a Trump con la 25a Enmienda | Carta completa
https://t.co/hF5hQ30DCQ https://t.co/7sdLQZ30lO",aeropuertos ven besos sinceros bodas muros hospitales escuchado oraciones reales iglesias,Noticia
2230,89,"Las relaciones no son fáciles, tienes que construir, no irte.",aristeguienvivo dado instrucciones hoy mismo emita comunicado estableciendo cualquier empresa gobierno local quiera adquirir vacunas autorización sólo deberán anexan solicitud contrato adquisición amlo,Frase/Pensamiento
2231,2001,"""Tu vida irá hacia adelante cuando te apartes de las personas que te llevan hacia atrás.""",tras matanza choapas policía ministerial detiene operativo familias acusan fabricación culpables video,Frase/Pensamiento
2232,2202,"""No me pasa algo, me pasa alguien.""",caos washington desaparición organismos autónomos assange méxico notas semana,Frase/Pensamiento
2233,3721,Piden restauranteros estrategia contra Covid-19 que les ayude a sobrevivir https://t.co/v4xrX6S43O https://t.co/H8WT8dwXXG,cuantos años novia,Noticia
2234,6268,"Esperaba a que el marido no mirara para cantarle serenatas.
#cuentosde10",esperaba marido mirara cantarle serenatas cuentosde10,Microficción
2235,5404,"-Me la rechaza.
-Pruebe otra vez.
-Señora...
-Pruebe otra vez-silabeó mientras miraba de reojo la sonrisa de su vecina.",rechaza pruebe vez señora pruebe vezsilabeó mientras miraba reojo sonrisa vecina,Microficción
2236,3027,"Fiscales de EU presentan cargos contra 55 personas por el asalto al Capitolio
https://t.co/rFw2EL4JL7 https://t.co/wa1npKHQWd",ser sensible significa ser débil,Noticia
2237,7316,"@albertochimal -No tengas piedad- susurraba una voz en su cabeza.
-No puedo hacerlo, es mi hijo- lloraba.
-Siempre puedes autoeditar un horror- se resignó.",albertochimal piedad susurraba voz cabeza puedo hacerlo hijo lloraba siempre puedes autoeditar horror resignó,Microficción
2238,27,"""La clave está en encontrar a alguien con quien aburrirse sea divertido.""",desmiente rusia empresario mexicano comprado millones dosis spunik v,Frase/Pensamiento
2239,799,"""Las grandes historias nunca terminan.""",biden anuncia paquete estímulo económico billones dólares pandemia,Frase/Pensamiento
2240,6556,Lo peor de quedar tetrapléjico por la caída fue cuando dos cuervos comenzaron a comerse mis ojos.,peor quedar tetrapléjico caída dos cuervos comenzaron comerse ojos,Microficción
2241,789,No confundas ser directo con hacer daño.,adelanta inegi reporte defunciones covid segunda causa muerte,Frase/Pensamiento
2242,6883,Se amaban tanto que ni siquiera con el calor que hacía dejaban de abrazarse cuando dormían.,amaban siquiera calor hacía dejaban abrazarse dormían,Microficción
2243,842,"""Una actitud puede matar las ganas de luchar por alguien.""",solo tabaco bebidas azucaradas combustibles aumentarán precio ajuste inflacionario amlo,Frase/Pensamiento
2244,2128,"""Muchos solteros enamorados, y muchas parejas que fingen amarse.""",avala tribunal electoral remoción presidenta instituto comicial morelos,Frase/Pensamiento
2245,3358,Toma del Capitolio revela trato diferenciado de la policía a manifestantes: Basáñez https://t.co/36AY93jt5d https://t.co/E3KHs1LG6C,lejos cerca,Noticia
2246,6631,"Desamor
Se identificó al clavar la horqueta en el heno.",desamor identificó clavar horqueta heno,Microficción
2247,6063,"Ni siquiera había escuchado si era niño o niña, agarró una copa y la levantó al aire jubiloso. Brindaron entre gritos y alegría.",siquiera escuchado si niño niña agarró copa levantó aire jubiloso brindaron gritos alegría,Microficción
2248,934,"""Un día me decepcionó quien menos lo esperaba y comprendí que todo cambia y todo pasa, y que debes ser fuerte y mostrar tu mejor sonrisa.""",ine molesta mañanera quiere silenciarnos amlo,Frase/Pensamiento
2249,4490,"Anuncia IMSS programa de prealta hospitalaria en CDMX para pacientes con Covid
https://t.co/DNxE8haT2F https://t.co/DPzOXIYyhO",perfecto pretendo serlo señalarme dedo favor lávate manos bob marley,Noticia
2250,641,"Si me alejo no es porque no te quiera, sino porque entendí que no me necesitas.",propuse suspender cancelar conferencias amlo lorenzo córdova,Frase/Pensamiento
2251,5917,El sudor que empapa tu espalda es una lasciva invitación a besar cada centímetro de tu piel. #poerotic,sudor empapa espalda lasciva invitación besar cada centímetro piel poerotic,Microficción
2252,449,Esas ganas de cerrar los ojos y que todo vuelva a ser como era antes.,alcaldía cuauhtémoc supera mil diagnósticos covid19 revisa aquí reporte municipio,Frase/Pensamiento
2253,638,Y a veces lo mejor es desconectarse de todo por un tiempo.,partidos pueden renunciar tiempos tv radio destinarlos contenidos pandemia ine,Frase/Pensamiento
2254,2434,"Por primera vez, un presidente se atreve a confiar en las mujeres para pacificar al país: Rodríguez https://t.co/97m0SvwjHy https://t.co/HryrbSp9Ub",aristeguienvivo integrantes jurado premio nacional artes literatura hicieron pública inconformidad distinción productora bertha navarro detalles beatriz león periodista,Noticia
2255,7185,"- Esto es muy importante- le dije a mi yo niño. - No es tu culpa que papá se haya ido, de mamá tampoco. #historiaslocasmge",importante dije niño culpa papá ido mamá tampoco historiaslocasmge,Microficción
2256,7743,"@lectorcl @TatrextoCL @TajamarEd @EditorialCafune @librosletrarte @CultoLT @DrouillyH @Librosdementira @Ediciones_Liz @Catalonialibros @EdTacitas @carpadeldiablo @EFilacteria @latintasilencio
¿Te interesa?",lectorcl tatrextocl tajamared editorialcafune librosletrarte cultolt drouillyh librosdementira ediciones_liz catalonialibros edtacitas carpadeldiablo efilacteria latintasilencio interesa,Microficción
2257,3164,Se superó la cifra de 80 mil desaparecidos | Artículo de @dayan_jacobo https://t.co/u8x8iXDyRN https://t.co/DHbPHYaiDA,ojalá durmiendo arreglaran problemas,Noticia
2258,6341,"Vestida de enfermera sensual entró en el cuarto de su amante para darle una sorpresa. A oscuras caminó despacio. Se resbaló con un líquido que había en el suelo. Era espeso, de olor cobrizo. La sorpresa se la llevó ella. #asilooscuro",vestida enfermera sensual entró cuarto amante darle sorpresa oscuras caminó despacio resbaló líquido suelo espeso olor cobrizo sorpresa llevó asilooscuro,Microficción
2259,2245,#Alerta | García Harfuch recibía 200 mil dólares mensuales de Guerreros Unidos: testigo https://t.co/Z7qy8CUTVt https://t.co/Ve7zjK2wwo,sacado policías si luis miguel di funciones personas eduardo españa video,Noticia
2260,190,"""Piensa en lo que vas a perder antes de actuar.""",ine ordena amlo abstenga interferir elecciones retira spot morena,Frase/Pensamiento
2261,7205,"La hiena olió la sangre un martes y algo dentro de ella se dividió en dos. Por un lado quería darse un atracón con ese ñu que agonizaba, pero le había prometido a su pareja que se harían veganos juntos. #martesmge",hiena olió sangre martes dentro dividió dos lado quería darse atracón ñu agonizaba prometido pareja harían veganos juntos martesmge,Microficción
2262,539,"""Y créeme, lo mejor está por venir.""",aristeguienvivo día ayer comisionados determinamos generar comunicado establece posición función constitucional inai intransferible irrenunciable bl_ibarra comisionada presidenta inaimexico,Frase/Pensamiento
2263,3053,"#Dinero con @galvanochoa | Hay un buen comienzo en la relación que hay entre México y Estados Unidos, que comparten males comunes: Biden recibe un gobierno hundido en deudas como lo hizo López Obrador en su momento https://t.co/tPnDvhqoBw https://t.co/p3xhfB9tqg",decir pasa pasa,Noticia
2264,4110,Rechaza AMLO haber intervenido en elección de candidatos de Morena https://t.co/kIpXhPvbb3 https://t.co/UgsYb7i1hI,quedarte callado después escuchar dolió sonreír débilmente noten dolió,Noticia
2265,3634,"#AristeguiEnVivo | Se ha hecho una contención parcial de los casos y una evolución hacia el intento de controlar el problema. La vacuna no es un acto de esperanza, es una acción contra la gravedad de los casos: Carlos Narváez, Médico internista https://t.co/ftt6s4tRRn https://t.co/edak0eZTgv",gustaría tenerte aquí lado reírnos besarnos abrazarnos,Noticia
2266,1656,"“El que calla no siempre otorga; a veces, no tiene ganas de discutir en vano.",subrayó gracias intervención gobierno latinoamericano pudo tener acceso información privilegiada vacuna rusa,Frase/Pensamiento
2267,5834,"Seducido por sus labios rojos y su mirada penetrante, le pidió al vampiro que le convirtiera en un monstruo de la noche.",seducido labios rojos mirada penetrante pidió vampiro convirtiera monstruo noche,Microficción
2268,7307,@tlacuache2 Personaje secundario busca protagonista a quien seguir los pasos y añadir un toque humorístico a sus comentarios secos y sesudos.,tlacuache2 personaje secundario busca protagonista seguir pasos añadir toque humorístico comentarios secos sesudos,Microficción
2269,3945,"En diciembre, producción automotriz supera a la del mismo mes de 2019 https://t.co/zKxZfduqLi https://t.co/5floXc8lrA",abrazos espalda mejores,Noticia
2270,7192,"La enfermera se sabía sensual y lo explotaba. Durante años le sirvió para ganar favores de médicos, evitar guardias incómodas… No esperaba ser el objetivo de los perturbados en el ala psiquiátrica.",enfermera sabía sensual explotaba años sirvió ganar favores médicos evitar guardias incómodas esperaba ser objetivo perturbados ala psiquiátrica,Microficción
2271,6675,"Una guitarra salvaje destrozaba su canción pero a ellos parecía no importarles, solo se miraban a los ojos, que humedecidos componían tan preciada melodía.",guitarra salvaje destrozaba canción parecía importarles solo miraban ojos humedecidos componían tan preciada melodía,Microficción
2272,5398,"Tardó unos segundos en empaparse bajo la cortina de lluvia que azotaba la ciudad, pero se sentía bien. La lluvia lavaba sus pecados, disimulaba sus lágrimas.
#Cuentober",tardó segundos empaparse bajo cortina lluvia azotaba ciudad sentía bien lluvia lavaba pecados disimulaba lágrimas cuentober,Microficción
2273,1907,"""Y cuando no tengas a nadie, volverás a ella, a la única que siempre estuvo a tu lado cuando la necesitaste, pero ya será demasiado tarde.""",aristeguienvivo celebraciones restricciones preocupación reino unido nuevos casos récord contagios camas alcanzan hospitales covid llegado gente cercana lourdes_heredia,Frase/Pensamiento
2274,2640,"ISSSTE Morelos presenta denuncia ante la FGR por robo de vacunas anti Covid-19
https://t.co/dMj89WLCB3 https://t.co/HQRydd9QAV",tiempo aprende querer menos gente,Noticia
2275,4412,No sé si Biden logre reconciliación pero sí viabilidad de política interior: Villanueva https://t.co/2oWlguoHde https://t.co/KNg8fYyJ9s,nunca falte sueño luchar nuevo aprender lugar ir alguien querer,Noticia
2276,2247,"FGR se declara incompetente para investigar a Félix Salgado Macedonio por presunta violación
https://t.co/wcmbGhu8lw https://t.co/BqbGiuVZmV",juicio político unidos intenta vacunarse virus trump mesa análisis,Noticia
2277,5739,"Cuando se prendieron las luces de la sala supo que el cine no tenía una gotera, sino el cadáver del operador colgando.",prendieron luces sala supo cine gotera sino cadáver operador colgando,Microficción
2278,6060,"@megustaescribir Te regalé flores un martes. Sonreíste sorprendido, me encogí de hombros y te devolví la mueca.
-Son dedaleras, cocinadas son deliciosas- acoté.
Sabiendo tu pasión por la cocina me fui convencida de que, tras romperte el corazón, lo pararía para siempre con mi regalo. #martesmge",megustaescribir regalé flores martes sonreíste sorprendido encogí hombros devolví mueca dedaleras cocinadas deliciosas acoté sabiendo pasión cocina convencida tras romperte corazón pararía siempre regalo martesmge,Microficción
2279,3729,Alemania prohibirá la entrada a viajeros procedentes de Reino Unido y Portugal https://t.co/IC4vMnLI7V https://t.co/Hehv5oyQPE,algún día dejaré mandarte mensajes buenos días junto dártelos,Noticia
2280,1733,"""No quiero que esto acabe nunca."" 3MSC",minuto minuto biden poder presidente número eu,Frase/Pensamiento
2281,7768,Entre sus brazos olvidaba que ella estaba casada y él era el segundo plato. Entre sus piernas que ambos eran inmortales.,brazos olvidaba casada segundo plato piernas ambos inmortales,Microficción
2282,6500,"Se Frotó con hielo hasta quemarse, sus caricias no desparecieron.

#CuentosDe10",frotó hielo quemarse caricias desparecieron cuentosde10,Microficción
2283,6732,"-Ukelele.
-¿Ukelele? Suena chistoso.
-Y sus melodías enternecedoras.
-Quiero uno.
-Y yo a ti.
#juevesconcuento",ukelele ukelele suena chistoso melodías enternecedoras quiero juevesconcuento,Microficción
2284,5005,"-¿Transplante de corazón? Usted está sano. 
-Necesito olvidarla como sea.",transplante corazón usted sano necesito olvidarla,Microficción
2285,5260,Mientras unos vivían bañados por la luz de los clubes nocturnos otros fumaban cigarros en la calle acompañados por los luminosos del velatorio.,mientras vivían bañados luz clubes nocturnos fumaban cigarros calle acompañados luminosos velatorio,Microficción
2286,4170,"Trump se compromete a una ‘transición ordenada’ del poder, pero mantiene su ‘total desacuerdo’ con los resultados electorales https://t.co/vps5PeuTtB https://t.co/cpzb75BISz",ignorando olvida,Noticia
2287,5563,"@La_Alhaja 3 ASADO
-Qué calor, estoy asado – se quejó provocando una estampida entre los asistentes. No sabía si era porque un pollo hablara o porque se moviera tras 4 horas en el horno.
#cuentober",la_alhaja asado calor asado quejó provocando estampida asistentes sabía si pollo hablara moviera tras horas horno cuentober,Microficción
2288,1228,Sonríe y demuestra que eres más fuerte que tus problemas.,cierra votación georgia ventaja mínima republicanos senado,Frase/Pensamiento
2289,4135,"#LoMejordeAristeguienVivo |Es inverosímil que un militar de alto rango negocie con un narco de medio pelo: Gerardo Rodríguez | #Video
https://t.co/noM6ANdkCX https://t.co/tTsWnuDvq7",sonreír amargarse vida nadie clave,Noticia
2290,3636,"Trump reconoció las obstáculos a los que se enfrentó su gobierno. Sin embargo, reiteró que su administración se despide con gran fuerza al resaltar la cantidad de votos conseguida en las elecciones del pasado 3 de noviembre https://t.co/Xadu4z6c1s https://t.co/H14EtKicZ6",altura peso músculos belleza hacen gran persona corazón humildad,Noticia
2291,7614,Esnifó las rayas de su falda y murió de sobredosis de rosa.,esnifó rayas falda murió sobredosis rosa,Microficción
2292,3240,"Estados Unidos devolvió a Cienfuegos 'sin condiciones', asegura embajador Christopher Landau https://t.co/GYBb3k0ze2 https://t.co/dk3D7RC6cT",recuerda quién necesitabas,Noticia
2293,7166,Era una ciudad egipcia perfectamente conservada pese a estar abandonada. La sangrienta maldición de Ra también. #microhorror,ciudad egipcia perfectamente conservada pese abandonada sangrienta maldición ra microhorror,Microficción
2294,6072,VIDA DE PERRO. Adoraba tumbarse cerca del río y olvidarse del tiempo disfrutando de cada insignificancia hasta que le silbaban para comer.,vida perro adoraba tumbarse cerca río olvidarse tiempo disfrutando cada insignificancia silbaban comer,Microficción
2295,6038,"De tanto reprimir pestañear para ganar competencias de mirada fija, Sofía no puede cerrar los ojos para dormir.

#Monoficción",reprimir pestañear ganar competencias mirada fija sofía puede cerrar ojos dormir monoficción,Microficción
2296,3810,"Biden Inauguration Day | El saludo informal a Obama | #Video
https://t.co/6g6HZ8NsYO https://t.co/U0b5aOHuw3",enamores dos veces misma persona segunda vez solo enamoraras recuerdos pierdas tiempo,Noticia
2297,4843,"La DEA ha promovido una división dentro de las fuerzas armadas: Rodríguez | Entérate
https://t.co/g6uz4yUdCM https://t.co/MTGLTPYHBD",fracaso sólo oportunidad comenzar nuevo vez sabiduría,Noticia
2298,6544,"Último día.
-¿En serio te crees la maldición. No seas infantil y abre ya el sarcófago. #historiaslocasmge",último día serio crees maldición infantil abre sarcófago historiaslocasmge,Microficción
2299,2235,Describe tu 2019 en 3 palabras.,pierdas segunda parte entrevista mike vigil ex director operaciones internacionales dea caso cienfuegos mañana programa aristeguienvivo,Frase/Pensamiento
2300,5617,"Bailas, y la marea humana que nos rodea deja de existir.Tus ojos brillan, reflejando una sonrisa que solo consigo a tu lado. Me das la mano, mi corazón se dispara y una lesbiana acude a tu rescate pero no quieres ser salvada. Terminamos en mi casa viendo las estrellas.#jueverotic",bailas marea humana rodea deja existirtus ojos brillan reflejando sonrisa solo consigo lado das mano corazón dispara lesbiana acude rescate quieres ser salvada terminamos casa viendo estrellasjueverotic,Microficción
2301,5606,"-¿En serio te gusto más sin maquillaje?
-Y aún más sin ropa y en mi cama.
#jueverotic",serio gusto maquillaje aún ropa cama jueverotic,Microficción
2302,2406,Saxofonista atacada con ácido en Oaxaca teme que persista la impunidad en su caso https://t.co/asXz07YO79 https://t.co/EIcVi5yQeh,oficina especial palacio nacional atiende mil llamadas paisanos migrantes,Noticia
2303,645,Al final encajas con quien menos te lo esperas.,marcando hito kamala harris rinde juramento primera vicepresidenta eu,Frase/Pensamiento
2304,5808,"Mi insignia de la fantasía era imaginarte en mis brazos, con tu cara apoyada en mi pecho y tu cabello haciéndome cosquillas en la nariz. La de la realidad eras tú a lo lejos, inalcanzable. #locosinfinitos",insignia fantasía imaginarte brazos cara apoyada pecho cabello haciéndome cosquillas nariz realidad lejos inalcanzable locosinfinitos,Microficción
2305,2169,"“Hay recuerdos que jamás podrás olvidar.""",joven poeta amanda gorman describe eu magullado entero juramento biden video,Frase/Pensamiento
2306,744,"Tal vez no fui lo que querías, ni resulté ser lo que necesitabas, pero una cosa es cierta: fui más de lo que merecías.",hospitales california borde crisis saturación casos coronavirus,Frase/Pensamiento
2307,1511,"“Soy de esas personas que se dan cuenta de muchas cosas, pero no dicen nada.”",gobierno federal enviará vacunas covid19 mexicanos eu,Frase/Pensamiento
2308,848,"Te quiero, sin importar las peleas. 
Te quiero, sin importar la distancia. 
Te quiero, sin importar los demás.",méxico evalúa posible adquisición vacuna rusa covid19,Frase/Pensamiento
2309,4606,Netflix llevará a la pantalla la novela gráfica ‘Heartsopper’ https://t.co/UJeMgMwNhJ https://t.co/reu01OU4H0,amar alguien ama abrazar cactus cuanto firme mantengas duele wiz khalifa,Noticia
2310,2338,#ÚltimaHora Muere el periodista Larry King a los 87 años https://t.co/MxTyqlVwz1 https://t.co/RQbDFhJIVm,viernes homenaje maestro manzanero día compositor,Noticia
2311,773,"No sé si eres el amor de mi vida, pero sé que eres la persona de mis momentos felices.",mcconnell furioso trump apoya iniciativa iniciar proceso juicio político fox news,Frase/Pensamiento
2312,4814,"""No es una vergüenza"": Zinedine Zidane | #Video
https://t.co/KdpTfzUow5 https://t.co/9srRngJXz8",déjame conocerte miedos besarte ansias querer demonios,Noticia
2313,3448,#FelizMiércoles 🙂 | Pence se niega a destituir a Trump; Cámara exhorta a aplicar enmienda 25; muertes por Covid y más. Sigue el programa completo en #AristeguiEnVivo 👉 https://t.co/Drr879owsy https://t.co/24ywOxqJX1,llorar feo llorar bronca cansancio causa haber aguantado muchas cosas peor existe,Noticia
2314,500,Tu mejor arma es la confianza en ti mismo.,universidades públicas hacer esfuerzo cobrar cuotas amlo,Frase/Pensamiento
2315,1811,"""Piden sinceridad y no soportan la realidad.""",pide amlo temer efectos secundarios vacuna anticovid,Frase/Pensamiento
2316,6946,El día en la que la maestra contabilizó 150 historias diferentes sobre por qué no le habían llevado la tarea decidió darle un 10 a la más original. #juevesconcuento,día maestra contabilizó historias diferentes llevado tarea decidió darle original juevesconcuento,Microficción
2317,3267,"Nueva variante de virus de Covid-19 estaba en Alemania desde noviembre: Die Welt
https://t.co/k2ULcLZpp8 https://t.co/mkXuLfYyRP",confiar alguien darle contraseña sino corazón,Noticia
2318,5320,"La amaba tanto que no podía soportar la idea de perderla. Ya que no podía impedirlo, decidió quedarse con un lindo recuerdo de ella: su piel.",amaba podía soportar idea perderla podía impedirlo decidió quedarse lindo recuerdo piel,Microficción
2319,3605,"Suspenden a policía del Capitolio involucrado en tiroteo mortal
https://t.co/jmQXZEeBR2 https://t.co/iCb7yIbF7w",música suene fuerte problemas,Noticia
2320,2078,Estudiar es desconfiar de la inteligencia del compañero de al lado.,titulares eu frena días deportaciones crecen contagios covid jóvenes,Frase/Pensamiento
2321,6502,El rastro de sangre dejaba intuir que alguien había arrastrado un cuerpo por el pasillo. Lo que no esperaba es que fuera el de su mujer.,rastro sangre dejaba intuir alguien arrastrado cuerpo pasillo esperaba mujer,Microficción
2322,885,“A mí también me gustaría volver al pasado y cambiar algo.”,ue pide astrazeneca publique contrato vacunas medio disputa suministros,Frase/Pensamiento
2323,4224,Derechos humanos: a 10 años de la reforma https://t.co/DCp9f9rWkx https://t.co/8O0zYmw2Pu,persona jamás prometió irse,Noticia
2324,6459,"@megustaescribir Un martes bajo las estrellas los niños corrían y jugaban entre escombros. El país estaba devastado, pero había terminado la guerra.
#martesmge",megustaescribir martes bajo estrellas niños corrían jugaban escombros país devastado terminado guerra martesmge,Microficción
2325,122,"""Mirar al cielo y sonreír porque alguien te cuida.""",segundo año pandemia podría ser incluso difícil oms,Frase/Pensamiento
2326,6573,Le encantaba ver las películas solo en el cine. Esta vez tuvo que matar a una pareja para conseguirlo. #microhorror,encantaba ver películas solo cine vez matar pareja conseguirlo microhorror,Microficción
2327,669,"""Llegaste tú y desde ese día ya no espero a nadie más.""",histórica captura deportación sorpresiva incógnita aplicación justicia,Frase/Pensamiento
2328,2491,"Pence rompe con Trump; rechaza tener autoridad para anular resultado de elecciones
https://t.co/HywTJXMoiC https://t.co/x5dybK0Fh2",mejor menú recibir adiós recetas,Noticia
2329,6096,"-Salve a mi bebé.
Con las pocas provisiones que quedaban en la balsa le pareció buena idea. su carne estaría muy tierna.#PanicoSiniestro",salve bebé pocas provisiones quedaban balsa pareció buena idea carne tiernapanicosiniestro,Microficción
2330,3742,"Demócratas toman el control del Senado EU tras ganar segunda vuelta en Georgia
https://t.co/HgCIzPmhGd https://t.co/ORpSOFHtiC",lágrimas fáciles aguantar alguien da abrazo,Noticia
2331,5970,"-¿De quién es esta sangre?-Preguntó aterrada al llegar a casa.
-De papá–dijo el niño sonriendo.- No aguantó ni tres hachazos.",quién sangrepreguntó aterrada llegar casa papádijo niño sonriendo aguantó tres hachazos,Microficción
2332,1580,"""Toda cicatriz tiene su historia.""",covid19 méxico registran muertes total confirmadas152 mil gráficas,Frase/Pensamiento
2333,340,"""Para ser feliz, hay que tener mala memoria.""",debió haber sido prioridad presidente vacunara covid mesa análisis,Frase/Pensamiento
2334,7456,Ella prefirió castillo de arena a hogar en su corazón. #Cuentosde10,prefirió castillo arena hogar corazón cuentosde10,Microficción
2335,4680,"Covid-19: suben a 144 mil 371 las muertes y a 1 millón 688 mil 944 los casos acumulados | Gráficas
https://t.co/HFw3deQffr https://t.co/H4Rx9XHWfm",jesús dice camino verdad vida nadie viene padre sino juan,Noticia
2336,5150,"No fue realmente consciente de que se había terminado hasta que lavó la taza con café que ella había dejado en la mesa de la recámara. Su corazón comenzó a pesarle demasiado y su ""decisión madura"" le supo a estupidez.",realmente consciente terminado lavó taza café dejado mesa recámara corazón comenzó pesarle demasiado decisión madura supo estupidez,Microficción
2337,4630,Anota Hirivng Lozano en la goleada del Napoli a la Fiorentina https://t.co/lxK9n1ArMI https://t.co/0t2Kd4rS7O,olvidas amé,Noticia
2338,3680,"La historia de Lisa Montgomery, primera mujer ejecutada en EU desde 1953
https://t.co/AP7QzDtkYB https://t.co/WrVBMbnUGF",triste das cuenta tan importante alguien pensabas,Noticia
2339,2196,Te quiero. Aquí. Ahora. Conmigo. Sin nadie. Para siempre.,enmienda impeachment trump esquivel analiza ambas posibilidades,Frase/Pensamiento
2340,4131,Rally Dakar 2021: Inicia Carlos Sainz con victoria la defensa de su título https://t.co/x1PvarIoL8 https://t.co/iYabxnZUth,cada día vida creando destino,Noticia
2341,1493,"Piensa como un adulto, vive como alguien joven y aconseja como un anciano pero nunca dejes de soñar como niño.",partidarios trump critican violencia culpan presidente,Frase/Pensamiento
2342,2926,Imputan cargos a asaltante del Capitolio que amenazó de muerte a Alexandria Ocasio-Cortez https://t.co/8Ixj4iSsZj https://t.co/re2Wq8Qigu,errores asumen experiencias viven criticas ignoran vida disfruta sépanlo,Noticia
2343,6371,"Luché un martes con la hoja en blanco. Ninguna palabra se acomodaba si no llevaba la impronta de tu risa, la profundidad de tu mirada o el calor de tus labios ausentes, siempre ausentes. #martesmge",luché martes hoja blanco ninguna palabra acomodaba si llevaba impronta risa profundidad mirada calor labios ausentes siempre ausentes martesmge,Microficción
2344,6334,"El atardecer no tiene sentido si no voy a buscarte.

#cuentosde10 #atardecer_po

https://t.co/MNuwlT1oJZ",atardecer si voy buscarte cuentosde10 atardecer_po,Microficción
2345,7753,"Con los ojos bien cerrados apretó el gatillo. El joven al que apuntaba también los cerró, y la bala desapareció.",ojos bien cerrados apretó gatillo joven apuntaba cerró bala desapareció,Microficción
2346,7631,"- Por favor, eso lo escribe cualquiera.
- ¿Y tú qué has escrito últimamente?
- La cuenta, por favor.",favor escribe cualquiera escrito últimamente cuenta favor,Microficción
2347,6801,"-El martes saldré a la calle a conquistarte, con serenata y flores – me dije entusiasmado. Lo peor no fue el aguacero que cayó, sino el que me ocasionaste con tu desdén.",martes saldré calle conquistarte serenata flores dije entusiasmado peor aguacero cayó sino ocasionaste desdén,Microficción
